user_id,actual,model_preds
329,"[  820165   853235   859075   862111   876548   892221   901062   922307
   944836   964262   979707   995785  1022097  1022981  1029743  1033562
  1051402  1076176  1091365  1095275  7442317  8069350 13416489 13417862
 13417963   934369   819927   856221   878026   903350   913794   968411
  1005186  1061614  1076195  1082185  1086384  5588596  7410220 15716720
 15716751 15926712   854852   892844   897760   898612   919902   933835
   943393   971922   997580  1038497  1075171  1078011  1079023  1101173
 13071902   826249   845262   871722   888431   897224   898361   903325
   948651   970030   982153   989703  1033220  1094228  1094955  1131620
  1135476 10281773 10456179 15973171  1072843  1111391  9420183   823721
   856435   878996   895540   912301   918335   927011   939383  1014238
  1041688  1041796  1051316  1052335  1079878  1088555  6633244 13115161]","[1136257, 943393, 938566, 952254, 819927, 1134174, 951907, 987724, 1115576, 977497]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
332,"[  822739   838186   940501  1038072 15596841   831371  1027829  1085256
  8357948 10285243 13910796 17105257   835619   837107   839243   858418
   861973   891028   902192   902659   905868   907631   914190   917839
   923746   940947   952972   957232  1019780  1029743  1044078  1046562
  1065593  1066069  1070820  1105917  1110764  1126899  5591170  9296905
  9487553  9527184 12172355 12782014 13416093 13512513 13906741 15717214
 15926725   833025   834484   860776   862732   867469   891148   899624
   911470   917198   917449   932298   933067   950384   950439   954673
   961554   962568   962671   995785  1003178  1009567  1027773  1032555
  1055646  1074524  1075175  1077555  1082185  1093123  1106340  1117382
  1121384  1136199  1137284  5584007  5585510  5585735  5590287  5592694
  5592772  8181378  8181516 12188436 12263614   847196   867709   868727
   869622   873654   969568   975180   983584   995628   996123  1002418
  1046383  1056267  1068224  1079574  1097602  1101831  5571310  6534035
  6534480  8090541  8090545  9677109 13876814 13877156 17104578   931672
  1112598  6551858 16733536 16733580   833755   900056   908318   938700
   979707  1011920  1022757  1043084  1049391  1053016  1077048  1083208
  1098869  1120353  7160231  7467025  9195032  9419415  9527257 13007607
 13039435 15596666 17290929 17328876]","[923746, 1081853, 859010, 1052046, 873654, 1007116, 975644, 1059593, 10285144, 1004906]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
334,"[  914876 13910838   835285  1033046  1046968  1060363 15972905  1023339
   826144   834435   856772   905592   912549   930918   965292  1024306
  1043301  1082185  7409999  9245312 10355376 12301268 15716744   847982
   854852   860776   863109  1055646   864279  1056509  1096290 10456408
 15716671   860975   866540   960999  1139830  9884034]","[852360, 1125391, 1027569]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
346,"[  822944   826385   835098   849843   866211   871756   981760   996269
  1024383  1029743  1071336  1082185  1101010  1126910  5586268  9911484
   826249   857849   903019   929605   955850  1003799  1008074  1016274
  1037337  1040916  1079023  1135694  5592694  9571047   819978   838097
   906643   909338   943013   954363   986912  1009344  1022097  1037863
  1128271 10356789 12731714   852864   863109   867215   867607   874820
   882288   883404   898034   905333   995242   998373  1026984  1068292
  1115529  1135375 13189726   857605   870217   871611   904833   954525
   993161   998178   999858  1006835  1122115  1132231 10285421]","[1051211, 984715, 882288, 1120532, 1022003, 9913338, 958046, 1101010, 819978, 9245108]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
350,"[ 1104146  8357851  8358773  8359256 12263024 17104444   834915   859075
   962568   969725   985838   998444  6552995  7443166 12263016   824867
   849250   866265   883003   885863  1006878  1049661  1085604  7024871
  7025202  7166799 12263786 16059169]","[834103, 885697, 999714, 907631, 1022003, 1110244, 986912, 1132771, 1110843, 1091365]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
351,"[  875804   904098  1082185  1137508   840361   946839  1055168  1129244
  1133018   896369   923746   939442   984715  1106523  1139216  8020166
 10457128 15596666 16733487   894439   944852   948670   824931   912860
  1042907  1076056  1092026  1128206  1139569  6464086   882496   911609
   951590  1068719  1127025   893415   899624  1037863  1038484  1072787
  1077133   971319  8249459   859391   870007  1057260  1134678  5563930
 12810404   822115   824005   833025   845208   859075   865456   886814
   943522   956040   982790   995785  1031260  1055504  1055646  1070566
  1095336  1114341 12582235 13416117   899736   910032   955910  1053931
  1068745  1069863  1133249  1134414]","[923746, 865456, 870547, 1133018, 1106523, 1038217, 861279, 951590, 883932, 984715]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
353,"[ 1007210  1062970  1075915  5995447 10285454 15928063   844498   847374
   907466   916050   944139   991999  1003600  1022529  1076056  1134810
 15483579 15595850   896862   975305  1101870  5569374  5569845  6534035
  9831469 12731413 13512346   858563   877457   904973   912137   921744
   979707  1012514  1070169  1082770 13382462 15926884   844054   866211
   874149   878996   885307   908940   936830   968215   992984  1009449
  1030435  1079054  1080912  1114502  5592081  5978656  9655212 12256522
 12427548 13944638 15927689 17179002 17179711]","[885406, 866172, 1015694, 1009128, 1121862, 866211, 1105488, 901062, 909714, 847270]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
354,"[  890010  1069506  9526572 10281773 13986877 13987084 13987327   844179
   866292   910745   912137   921744   938566   950247  1014458  1018148
  1082770  1110793  1133018  5578494  5591170  6602440  7466946  8019201
  9245052 15716284 15716285 15716286 15717023 15717065 15717263   823176
   835285   845774   858700   868319   941183   948748   974336   983267
   999631  1041796  1042544  1074223  1075313  1075536  1097001  1104205
  1106601  1127328  5567057  6602289  7025203  8019233  9270493 10456015
 12427353 12523697 13189861 13671759 13986272 15552453   910291   918025
  1018588  6395936  9337581 10457233 13115883   820082   831213   840361
   865907   868075   870424   878996   885686   903443   915364   921504
   924299   926465   940024   951590   961458   974108   987917   988460
   992870  1031087  1050851  1075178  1082185  1086103  1100379  1102067
  1123720  5584645  5584847  5585186  5586642  5587043  5588238  5978656
  7142937  7144132  9487769  9803592  9803686 13039273 14077819 15596300
 15596657 15716675 15717063 15717115 15717150 15717360 15926712 16096969
 17242867   849202  8181164  9878849  1097363  1100975 14077737]","[1085604, 826249, 870547, 962229, 870780, 1041796, 1115175, 1095068, 889774, 1069979]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
358,"[  919534   937626  1019820  5569230  1106523 13095293 13777225  1071377
  1085604  5568489   859129   879008   886395   892580   942466   960551
   984468   999377  1008799  1022097  1084613  1086942  1103105  1109371
  5566255  6396228  6533230  7166896  9522332  9653714 12188015 12188573
 12352201 13416957 13417421 13776705 14025700 15660074   930609   949252
  1111080  8019286   819304   833715   946839  1072843   833169   834484
   854852   863885   934156   963971   976879   992529  1044078  1049708
  1055646  1118244  6551782  9707010  9836140 15971850  1007136  1022119
  1116138  1127097  9487927 12524133  5565664  1053877  9527323   943513
  9487780   845208   853099   859075   882496   961554   968880  1017772
  1041157  1044068  1050851  1115175  1118787  5570408  5592993  9835315
 17249177   862010   874025   905253   913666   935798  1100818  1102959
  1116405  9884704   913065  1008847  5574481 17937938   859426   949294
   995916  1098066   845705   910109  5569327  5584913  6534515  6549491
 15926863   851676  1021324  1065941]","[1110572, 1068719, 5569230, 957951, 1106523, 913785, 856827, 5568489, 1136257, 976199]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
361,"[  848319  1022011  1068292   832678   865456   879528   914190   951951
   969149  1019230  1050229  1087096  1100972  1101771  1139147   820165
   825365   826249   828370   833025   850133   860776   868764   869728
   870188   878996   893501   898121   899624   904092   907281   908089
   908940   909894   918335   938319   946055   951590   951841   952925
   953476   960984   975948   976199   985493   989546   999270  1003770
  1014915  1022827  1027311  1035771  1037076  1044078  1047619  1048046
  1051001  1055646  1062002  1069268  1070272  1076881  1080706  1080911
  1082185  1082212  1098248  1130858  1136257  5568072  5569230  5569471
  5570414  6534881  7155863  8177622  9707340 13115703 13877191 15452396
 15596853 15596998 15777852 15926844   844179   858563   859075   897060
   917033   918390   933835   956609   965766   965965  1010582  1014238
  1016800  1022254  1037863  1052912  1056509  1069913  1070702  1101010
  1117602  1127025  1131974  1137775  6533936  9523058  9526671 12132315
 12810393 12810464 13189726 15452681 15973258  1021164  5978648   833715
   840772   842475   849843   880308   884063   898601   912146   912676
   938700   939312   946344   952594   958046   958950   983016   996506
  1022003  1033578  1038745  1072009  1086641  1087353  1106331  1114456
  1133018  1134483  5563862  8379229  9297374 10356230 10356788 12256399
 12263152 12649166 12649328 15506577 15597107 15715907   819978   835077
   836171   837904   857849   883932   896085   900770   905998   906234
   910032   916970   917832   922127   955518   962229   967551   981760
  1004555  1004705  1018740  1020729  1021416  1033846  1035386  1048962
  1051516  1075315  1077359  1096172  1098066  1102949  5592626  6533608
  6534030  9245106  9487498  9487603  9526430 13007518 13008459 15452677
 15511443 15596219   880150   909741   922340   925029   942475  1025564
  1055863  1060355  6034554 12263508]","[883404, 826249, 859075, 1133018, 962229, 833025, 840361, 965766, 857849, 883932]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
362,"[ 1060418   866227   872342   923746   976955   977481   986947  1006197
  1040861  1066462  1070015  1077373  1081177  1113895  1128395  7432861
  9655758 13115990 13986239   842125   847982   852235   866573   878996
   889649  1055863  1070076  1130517 12731714]","[1070015, 883202, 9296804, 986912, 993638, 12731714, 986947, 1022254, 891141, 900697]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
367,"[  838571   860776   893687   895540   934399   961554   967476   991411
  1024306  1070820  1076954  1082185  1087755  1103096  6533608  6533936
  6534030  7025114  8293385 12695656  1138443   839849   861511   864063
   877570   883912   908213   952254   995852   999891  1004001  1026406
  1029239  1029504  1039612  1047769  1058021  1075282  1076769  1077066
  1080252  1082234  1083043  1090286  1094544  6396566  6424447  6533419
  7025106  9420183  9524291  9552761 13094723 13877012 13945039 15716753
 15778184   833724   862349   863447   878996   888014   893118   901666
   909129   912806   916062   941658  1010681  1031447  1031864  1074541
  1095001  1137012  8160319 10312172 10312347 12731484 13115500 15596459
 15717272 15926712   820165   823775   838010   856772   912166   928049
   958153   994685  1013389  1017813  1037451  1055658  1080145  1085637
  1098153  1135096  1136375  5569471  5978656  6034857  8358383 12385327
 12757316 12812261 13416235 17901020   951197   986912]","[862349, 1070820, 856435, 1135096, 856345, 1037451, 1031864, 833724, 823775, 7025106]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
